Autoridad Ambiental,Nombre de la estación,Latitud,Longitud,Ubicación,Departamento,Municipio,Tipo de Estación,Variable,Unidades,Tiempo Promedio,Promedio,Número de Excedencias,Representatividad Temporal,Porcentaje de excedencias,Mediana,Percentil 98,Máximo,Mínimo,Días con Excedencias
CORPOBOYACA,El Recreo,5.726544,-72.920647,"(5.726544, -72.920647)",BOYACÁ,SOGAMOSO,Fija,PM10,ugm3,24,33.5,0,83,0,32,59,75,10,0
CORPOBOYACA,Hospital,5.713364,-72.931361,"(5.713364, -72.931361)",BOYACÁ,SOGAMOSO,Fija,PM10,ugm3,1,36.5,0,66,0,33,90,248,1,0
CORPOBOYACA,Hospital,5.713364,-72.931361,"(5.713364, -72.931361)",BOYACÁ,SOGAMOSO,Fija,PM10,ugm3,24,36.5,0,66,0,35,55.2,66,18,0
CORPOBOYACA,La Ramada,5.755403,-72.899867,"(5.755403, -72.899867)",BOYACÁ,SOGAMOSO,Fija,PM10,ugm3,1,48.7,0,49,0,45,121.9,245,1,0
CORPOBOYACA,La Ramada,5.755403,-72.899867,"(5.755403, -72.899867)",BOYACÁ,SOGAMOSO,Fija,PM10,ugm3,24,48.8,0,50,0,47,81.2,98,18,0
CORPOCALDAS,Liceo Isabel La Católica,5.068207,-75.511017,"(5.068207, -75.511017)",CALDAS,MANIZALES,Fija,PM10,ugm3,24,40.3,0,60,0,41,61.6,63,11,0
CORPOCALDAS,Liceo Isabel La Católica,5.068207,-75.511017,"(5.068207, -75.511017)",CALDAS,MANIZALES,Fija,PST,ugm3,24,83.1,0,57,0,86.5,117.9,128,39,0
CORPOCALDAS,Licorera,5.068541,-75.517201,"(5.068541, -75.517201)",CALDAS,MANIZALES,Fija,PM10,ugm3,24,26.6,0,61,0,23,52.6,57,10,0
CORPOCALDAS,Licorera,5.068541,-75.517201,"(5.068541, -75.517201)",CALDAS,MANIZALES,Fija,PM2.5,ugm3,24,18.9,0,32,0,17,36.2,40,5,0
CORPOCALDAS,Maltería,5.039227,-75.4282,"(5.039227, -75.4282)",CALDAS,MANIZALES,Fija,PST,ugm3,24,96.4,0,60,0,98,152,160,37,0
CORPOCALDAS,Milán,5.046763,-75.480285,"(5.046763, -75.480285)",CALDAS,MANIZALES,Fija,PM10,ugm3,24,33.6,0,59,0,35,51,54,10,0
CORPOCESAR,V1 Seminario,10.511086,-73.284464,"(10.511086, -73.284464)",Cesar,Valledupar,Fija,PM10,ugm3,24,21.4,0,93,0,20,41.8,48,4,0
CORPOCESAR,V4 Bomberos,10.468622,-73.257642,"(10.468622, -73.257642)",Cesar,Valledupar,Fija,PM10,ugm3,24,47.9,0,93,0,46,83.8,99,15,0
CORPOCESAR,ZM01 La Loma Centro,9.614167,-73.604444,"(9.614167, -73.604444)",Cesar,El Paso,Fija,PM10,ugm3,24,47.6,2,85,1.92,46,95.5,116,8,2
CORPOCESAR,ZM01 La Loma Centro,9.614167,-73.604444,"(9.614167, -73.604444)",Cesar,El Paso,Fija,PM2.5,ugm3,24,17.4,0,91,0,17,39.2,44,6,0
CORPOCESAR,ZM01 La Loma Centro,9.614167,-73.604444,"(9.614167, -73.604444)",Cesar,El Paso,Fija,PST,ugm3,24,91.5,0,88,0,98,252.2,287,25,0
CORPOCESAR,ZM02 La Jagua Centro,9.559417,-73.329667,"(9.559417, -73.329667)",Cesar,La Jagua de Ibirico,Fija,PM10,ugm3,24,42.8,3,91,2.7,34,108.2,125,9,3
CORPOCESAR,ZM02 La Jagua Centro,9.559417,-73.329667,"(9.559417, -73.329667)",Cesar,La Jagua de Ibirico,Fija,PM2.5,ugm3,24,13.3,0,68,0,12,30,31,5,0
CORPOCESAR,ZM02 La Jagua Centro,9.559417,-73.329667,"(9.559417, -73.329667)",Cesar,La Jagua de Ibirico,Fija,PST,ugm3,24,100.7,0,95,0,103,265.9,282,29,0
CORPOCESAR,ZM03 La Loma 2,9.614,-73.589389,"(9.614, -73.589389)",Cesar,El Paso,Fija,PM10,ugm3,24,39.9,1,87,0.94,38,75.8,109,15,1
CORPOCESAR,ZM03 La Loma 2,9.614,-73.589389,"(9.614, -73.589389)",Cesar,El Paso,Fija,PST,ugm3,24,81.5,0,90,0,84.5,198.6,235,25,0
CORPOCESAR,ZM04 La Palmita,9.504139,-73.405389,"(9.504139, -73.405389)",Cesar,La Jagua de Ibirico,Fija,PM10,ugm3,24,19.8,0,92,0,17,52.3,58,8,0
CORPOCESAR,ZM05 La Aurora,9.466028,-73.550833,"(9.466028, -73.550833)",CESAR,CHIRIGUANÁ,Fija,PM10,ugm3,24,49.2,5,92,4.46,41.5,110.1,196,14,5
CORPOCESAR,ZM05 La Aurora,9.466028,-73.550833,"(9.466028, -73.550833)",CESAR,CHIRIGUANÁ,Fija,PST,ugm3,24,74.7,1,86,0.95,71,228.5,332,17,1
CORPOCESAR,ZM06 Boquerón,9.631167,-73.422944,"(9.631167, -73.422944)",Cesar,La Jagua de Ibirico,Fija,PM10,ugm3,24,39,0,75,0,37,75,83,17,0
CORPOCESAR,ZM06 Boquerón,9.631167,-73.422944,"(9.631167, -73.422944)",Cesar,La Jagua de Ibirico,Fija,PST,ugm3,24,87.2,0,88,0,92,167.8,194,27,0
CORPOCESAR,ZM07 Plan Bonito,9.640611,-73.497889,"(9.640611, -73.497889)",Cesar,El Paso,Fija,PM10,ugm3,24,63.8,17,89,15.6,59,128,137,18,17
CORPOCESAR,ZM07 Plan Bonito,9.640611,-73.497889,"(9.640611, -73.497889)",Cesar,El Paso,Fija,PM2.5,ugm3,24,34.1,17,81,17.17,28,86.1,92,7,17
CORPOCESAR,ZM07 Plan Bonito,9.640611,-73.497889,"(9.640611, -73.497889)",Cesar,El Paso,Fija,PST,ugm3,24,97.2,0,91,0,94,226,242,34,0
CORPOCESAR,ZM09 La Jagua Vía,9.565528,-73.332639,"(9.565528, -73.332639)",Cesar,La Jagua de Ibirico,Fija,PM10,ugm3,24,66.6,7,80,7.22,66,116.1,141,18,7
CORPOCESAR,ZM09 La Jagua Vía,9.565528,-73.332639,"(9.565528, -73.332639)",Cesar,La Jagua de Ibirico,Fija,PM2.5,ugm3,24,17.1,0,48,0,17,27.7,30,5,0
CORPOCESAR,ZM09 La Jagua Vía,9.565528,-73.332639,"(9.565528, -73.332639)",Cesar,La Jagua de Ibirico,Fija,PST,ugm3,24,145.8,2,79,2.08,150.5,294,338,63,2
CORPOCESAR,ZM12 Rincón Hondo,9.393972,-73.490083,"(9.393972, -73.490083)",CESAR,CHIRIGUANÁ,Fija,PM10,ugm3,24,36.9,1,84,0.97,31,77.9,110,3,1
CORPOCESAR,ZM12 Rincón Hondo,9.393972,-73.490083,"(9.393972, -73.490083)",CESAR,CHIRIGUANÁ,Fija,PST,ugm3,24,71.8,1,91,0.9,74,189.6,302,26,1
CORPOCESAR,ZM13 El Hatillo,9.64875,-73.570028,"(9.64875, -73.570028)",Cesar,El Paso,Fija,PM10,ugm3,24,57.7,6,68,7.23,55,116.7,118,18,6
CORPOCESAR,ZM13 El Hatillo,9.64875,-73.570028,"(9.64875, -73.570028)",Cesar,El Paso,Fija,PST,ugm3,24,96.9,0,90,0,95.5,270.3,291,22,0
CORPOCESAR,ZM15 Chiriguaná,9.363639,-73.607083,"(9.363639, -73.607083)",CESAR,CHIRIGUANÁ,Fija,PM10,ugm3,24,38.4,0,96,0,37,71,80,8,0
CORPOCESAR,ZM19 Becerril,9.702167,-73.279222,"(9.702167, -73.279222)",Cesar,Becerrill,Fija,PM10,ugm3,24,49,0,93,0,49,85.5,88,15,0
CORPOCESAR,ZM20 Costa Hermosa,9.623667,-73.586389,"(9.623667, -73.586389)",Cesar,El Paso,Fija,PM10,ugm3,24,69.1,8,67,9.76,65,129.7,144,19,8
CORPOCESAR,ZM21 La Victoria,9.590306,-73.237639,"(9.590306, -73.237639)",Cesar,La Jagua de Ibirico,Fija,PM10,ugm3,24,37,0,97,0,33.5,80.6,94,6,0
CORPOCESAR,ZM22 Casacará,9.831778,-73.299361,"(9.831778, -73.299361)",Cesar,Agustín Codazzi,Fija,PM10,ugm3,24,31.2,0,81,0,29,62.1,74,4,0
CORPOCESAR,ZM22 Casacará,9.831778,-73.299361,"(9.831778, -73.299361)",Cesar,Agustín Codazzi,Fija,PM2.5,ugm3,24,16.6,0,90,0,15.5,31.8,45,5,0
CORPOCESAR,ZM22 Casacará,9.831778,-73.299361,"(9.831778, -73.299361)",Cesar,Agustín Codazzi,Fija,PST,ugm3,24,42.8,0,75,0,43,84.5,92,16,0
CORPOGUAJIRA,Albania,11.157528,-72.588333,"(11.157528, -72.588333)",La Guajira,Albania,Fija,PM10,ugm3,24,44.4,2,91,1.8,39,99.4,107,10,2
CORPOGUAJIRA,Barrancas,10.961139,-72.778194,"(10.961139, -72.778194)",La Guajira,Barrancas,Fija,PM10,ugm3,24,41.8,0,90,0,38,86.1,96,9,0
CORPOGUAJIRA,Barrancas,10.961139,-72.778194,"(10.961139, -72.778194)",La Guajira,Barrancas,Fija,PST,ugm3,24,91.8,0,90,0,94,162.6,180,24,0
CORPOGUAJIRA,Cañaverales,10.758583,-72.843306,"(10.758583, -72.843306)",La Guajira,San Juan del Cesar,Fija,PM10,ugm3,24,56.9,1,42,1.96,53,96,105,26,1
CORPOGUAJIRA,Conejo,10.782556,-72.796139,"(10.782556, -72.796139)",La Guajira,Fonseca,Fija,PM10,ugm3,24,34.7,0,92,0,30,66.8,84,12,0
CORPOGUAJIRA,Cuestecitas,11.182,-72.608167,"(11.182, -72.608167)",La Guajira,Albania,Fija,PM10,ugm3,24,39.2,0,92,0,34,82.8,89,15,0
CORPOGUAJIRA,Cuestecitas,11.182,-72.608167,"(11.182, -72.608167)",La Guajira,Albania,Fija,PST,ugm3,24,76.1,0,92,0,73,175.1,184,21,0
CORPOGUAJIRA,El Tablazo,10.720583,-72.888806,"(10.720583, -72.888806)",La Guajira,San Juan del Cesar,Fija,PM10,ugm3,24,40.3,0,61,0,40.5,73.1,77,10,0
CORPOGUAJIRA,Hatonuevo,11.063917,-72.76625,"(11.063917, -72.76625)",La Guajira,Hato Nuevo,Fija,PM10,ugm3,24,48.5,4,92,3.57,43,104.9,117,10,4
CORPOGUAJIRA,Las Casitas,10.949139,-72.742806,"(10.949139, -72.742806)",La Guajira,Barrancas,Fija,PM10,ugm3,24,51.4,2,90,1.82,48,97.5,130,12,2
CORPOGUAJIRA,Los Remedios,11.099333,-72.542028,"(11.099333, -72.542028)",La Guajira,Albania,Fija,PM10,ugm3,24,42.9,2,91,1.8,38,95,104,9,2
CORPOGUAJIRA,Pacharoca,10.93575,-72.806194,"(10.93575, -72.806194)",La Guajira,Barrancas,Fija,PM10,ugm3,24,41,1,92,0.89,37,85.8,106,9,1
CORPOGUAJIRA,Pacharoca,10.93575,-72.806194,"(10.93575, -72.806194)",La Guajira,Barrancas,Fija,PST,ugm3,24,84.2,0,92,0,89.5,152.8,192,25,0
CORPOGUAJIRA,Papayal,10.995389,-72.774,"(10.995389, -72.774)",La Guajira,Barrancas,Fija,PM10,ugm3,24,42.3,1,91,0.9,37,88.8,116,13,1
CORPOGUAJIRA,Provincial,11.024,-72.737556,"(11.024, -72.737556)",La Guajira,Barrancas,Fija,PM10,ugm3,24,47.4,2,92,1.79,44,84,107,14,2
CORPOGUAJIRA,Sitio Nuevo,10.791083,-72.882028,"(10.791083, -72.882028)",La Guajira,Fonseca,Fija,PM10,ugm3,24,42.2,0,60,0,41,71.1,73,8,0
CORPONARIÑO,IDSN,1.216489,-77.282944,"(1.216489, -77.282944)",NARIÑO,PASTO,Fija,PM2.5,ugm3,24,8.6,1,75,1.09,7,31,63,1,1
CORPONARIÑO,Unimar,1.223796,-77.283628,"(1.223796, -77.283628)",NARIÑO,PASTO,Fija,PM10,ugm3,24,20,0,98,0,19,32,97,5,0
CORPONOR,Cinera,7.888924,-72.505463,"(7.888924, -72.505463)",NORTE DE SANTANDER,CÚCUTA,Fija,PM10,ugm3,24,56.1,0,63,0,56,70,72,36,0
CORPONOR,Panamericano,7.937183,-72.503775,"(7.937183, -72.503775)",NORTE DE SANTANDER,CÚCUTA,Fija,PM10,ugm3,24,66.4,0,63,0,67,84,85,42,0
CORPONOR,SENA,7.902922,-72.507232,"(7.902922, -72.507232)",NORTE DE SANTANDER,CÚCUTA,Fija,PM10,ugm3,24,63.2,0,70,0,63,81,84,42,0
CORTOLIMA,CORTOLIMA,4.433181,-75.211139,"(4.433181, -75.211139)",TOLIMA,IBAGUÉ,Fija,PM10,ugm3,24,32.9,0,93,0,31,60.8,79,22,0
CRC,Caloto,3.034072,-76.408487,"(3.034072, -76.408487)",CAUCA,CALOTO,Indicativa,O3,ugm3,1,39.9,0,1,0,36.1,100,103.9,6.5,0
CRC,Caloto,3.034072,-76.408487,"(3.034072, -76.408487)",CAUCA,CALOTO,Indicativa,O3,ugm3,8,41.2,3,0,6.98,36.4,84.9,85.3,9.8,1
CRC,Caloto,3.034072,-76.408487,"(3.034072, -76.408487)",CAUCA,CALOTO,Indicativa,PM10,ugm3,1,48.8,0,2,0,42,137.5,303.2,7.6,0
CRC,Caloto,3.034072,-76.408487,"(3.034072, -76.408487)",CAUCA,CALOTO,Indicativa,PM10,ugm3,24,49,0,2,0,49,62.7,64,39,0
CRC,Edificio Edgar Negret,2.445161,-76.605444,"(2.445161, -76.605444)",CAUCA,POPAYÁN,Fija,O3,ugm3,1,21.9,0,2,0,21.2,48.2,53.7,0.2,0
CRC,Edificio Edgar Negret,2.445161,-76.605444,"(2.445161, -76.605444)",CAUCA,POPAYÁN,Fija,O3,ugm3,8,21.1,0,1,0,19.8,41.8,44.3,0.7,0
CRC,Edificio Edgar Negret,2.445161,-76.605444,"(2.445161, -76.605444)",CAUCA,POPAYÁN,Fija,PM10,ugm3,1,22.3,0,2,0,16.6,81.6,89.3,0.7,0
CRC,Edificio Edgar Negret,2.445161,-76.605444,"(2.445161, -76.605444)",CAUCA,POPAYÁN,Fija,PM10,ugm3,24,22.3,0,2,0,20,39.2,41,12,0
CRC,Guachené,3.133001,-76.392256,"(3.133001, -76.392256)",CAUCA,GUACHENÉ,Indicativa,O3,ugm3,1,46.9,2,2,1.29,32.4,102.9,135,9.7,1
CRC,Guachené,3.133001,-76.392256,"(3.133001, -76.392256)",CAUCA,GUACHENÉ,Indicativa,O3,ugm3,8,47.4,16,2,10.6,44.4,92.1,99,14.8,5
CRC,Guachené,3.133001,-76.392256,"(3.133001, -76.392256)",CAUCA,GUACHENÉ,Indicativa,PM10,ugm3,1,87.1,0,2,0,77.7,213.4,247.4,9,0
CRC,Guachené,3.133001,-76.392256,"(3.133001, -76.392256)",CAUCA,GUACHENÉ,Indicativa,PM10,ugm3,24,87.4,0,2,0,89,96,96,76,0
CRC,Miranda,3.250979,-76.22907,"(3.250979, -76.22907)",CAUCA,MIRANDA,Indicativa,O3,ugm3,1,65.6,9,2,5.36,56.4,126.4,126.7,20.5,3
CRC,Miranda,3.250979,-76.22907,"(3.250979, -76.22907)",CAUCA,MIRANDA,Indicativa,O3,ugm3,8,65.8,49,2,29.7,61.6,111.5,114,29.4,7
CRC,Miranda,3.250979,-76.22907,"(3.250979, -76.22907)",CAUCA,MIRANDA,Indicativa,PM10,ugm3,1,46.8,0,2,0,41.1,119.9,224.3,10.8,0
CRC,Miranda,3.250979,-76.22907,"(3.250979, -76.22907)",CAUCA,MIRANDA,Indicativa,PM10,ugm3,24,46.7,0,2,0,43,53.9,54,42,0
CRC,Puerto Tejada,3.2299,-76.419262,"(3.2299, -76.419262)",CAUCA,PUERTO TEJADA,Indicativa,PM10,ugm3,1,95.3,0,2,0,98.7,157.9,214,19.6,0
CRC,Puerto Tejada,3.2299,-76.419262,"(3.2299, -76.419262)",CAUCA,PUERTO TEJADA,Indicativa,PM10,ugm3,24,95.9,1,2,14.29,96,108.6,110,83,1
CRC,Santander,3.005131,-76.481559,"(3.005131, -76.481559)",CAUCA,SANTANDER DE QUILICHAO,Indicativa,O3,ugm3,1,34.9,0,1,0,21.9,113.8,114.9,6.5,0
CRC,Santander,3.005131,-76.481559,"(3.005131, -76.481559)",CAUCA,SANTANDER DE QUILICHAO,Indicativa,O3,ugm3,8,37.4,1,0,2.5,32,80.5,82.3,9.6,1
CRC,Santander,3.005131,-76.481559,"(3.005131, -76.481559)",CAUCA,SANTANDER DE QUILICHAO,Indicativa,PM10,ugm3,1,67.6,0,5,0,61,182,270.2,11,0
CRC,Santander,3.005131,-76.481559,"(3.005131, -76.481559)",CAUCA,SANTANDER DE QUILICHAO,Indicativa,PM10,ugm3,24,68,0,5,0,68,96.8,99,37,0
CRC,Villa Rica,3.172729,-76.459048,"(3.172729, -76.459048)",CAUCA,VILLA RICA,Indicativa,PM10,ugm3,1,90.7,0,2,0,91.1,139.4,143.2,20.8,0
CRC,Villa Rica,3.172729,-76.459048,"(3.172729, -76.459048)",CAUCA,VILLA RICA,Indicativa,PM10,ugm3,24,91.3,1,2,14.29,92,100.5,101,81,1
CRQ,COMFENALCO,4.535556,-75.671111,"(4.535556, -75.671111)",QUINDÍO,ARMENIA,Fija,PM10,ugm3,24,25.4,0,86,0,25,33,39,16,0
CRQ,CRQ,4.556389,-75.661944,"(4.556389, -75.661944)",QUINDÍO,ARMENIA,Fija,PM10,ugm3,24,23.2,0,51,0,23,35,39,13,0
CVC,Yumbo - ACOPI,3.49625,-76.506972,"(3.49625, -76.506972)",VALLE DEL CAUCA,YUMBO,Fija,PM10,ugm3,1,79.9,0,24,0,64.5,253.6,570.4,3.2,0
CVC,Yumbo - ACOPI,3.49625,-76.506972,"(3.49625, -76.506972)",VALLE DEL CAUCA,YUMBO,Fija,PM10,ugm3,24,79.7,19,25,21.11,72.5,182.2,190,22,19
CVC,Yumbo - ACOPI,3.49625,-76.506972,"(3.49625, -76.506972)",VALLE DEL CAUCA,YUMBO,Fija,PM2.5,ugm3,1,24,0,24,0,22.2,53.8,125.6,0.5,0
CVC,Yumbo - ACOPI,3.49625,-76.506972,"(3.49625, -76.506972)",VALLE DEL CAUCA,YUMBO,Fija,PM2.5,ugm3,24,23.9,0,25,0,25,33.4,36,11,0
CVS,CVS,8.75661,-75.886036,"(8.75661, -75.886036)",CÓRDOBA,MONTERÍA,Indicativa,PM10,ugm3,24,37.1,0,7,0,33,56.1,58,30,0
CVS,Terminal,8.749223,-75.867824,"(8.749223, -75.867824)",CÓRDOBA,MONTERÍA,Indicativa,PM10,ugm3,24,45,0,10,0,44.5,56.8,57,34,0
CVS,UNISINU,8.767719,-75.885472,"(8.767719, -75.885472)",CÓRDOBA,MONTERÍA,Indicativa,PM10,ugm3,24,27.1,0,10,0,28,35.6,36,15,0
CVS,UPB,8.804631,-75.850537,"(8.804631, -75.850537)",CÓRDOBA,MONTERÍA,Indicativa,PM10,ugm3,24,22.3,0,10,0,21,36.8,37,14,0
DAGMA,Base Aérea,3.457128,-76.502303,"(3.457128, -76.502303)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,1,30.1,58,19,3.48,11,131.3,181.9,0.8,28
DAGMA,Base Aérea,3.457128,-76.502303,"(3.457128, -76.502303)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,8,30.2,91,19,5.49,18.4,90.7,108.7,1.5,25
DAGMA,Base Aérea,3.457128,-76.502303,"(3.457128, -76.502303)",VALLE DEL CAUCA,CALI,Fija,PM2.5,ugm3,1,19.5,0,21,0,17,53,158,1,0
DAGMA,Base Aérea,3.457128,-76.502303,"(3.457128, -76.502303)",VALLE DEL CAUCA,CALI,Fija,PM2.5,ugm3,24,19.2,0,21,0,17,35,40,6,0
DAGMA,Base Aérea,3.457128,-76.502303,"(3.457128, -76.502303)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,1,5.6,0,17,0,3.7,23.4,56.6,0,0
DAGMA,Base Aérea,3.457128,-76.502303,"(3.457128, -76.502303)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,3,5.8,0,16,0,4.1,20.6,34.1,0,0
DAGMA,Base Aérea,3.457128,-76.502303,"(3.457128, -76.502303)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,24,5.9,0,14,0,5.5,9.6,11.5,2.5,0
DAGMA,Cañaveralejo,3.415389,-76.549347,"(3.415389, -76.549347)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,1,39.2,0,99,0,37,87.8,201.6,0.4,0
DAGMA,Cañaveralejo,3.415389,-76.549347,"(3.415389, -76.549347)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,24,39.1,0,100,0,39,58,73,16,0
DAGMA,Cañaveralejo,3.415389,-76.549347,"(3.415389, -76.549347)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,1,4.7,0,8,0,2.7,17.9,86.8,1.1,0
DAGMA,Cañaveralejo,3.415389,-76.549347,"(3.415389, -76.549347)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,3,4.6,0,8,0,2.8,16.3,42.7,1.2,0
DAGMA,Cañaveralejo,3.415389,-76.549347,"(3.415389, -76.549347)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,24,4.7,0,8,0,4.4,9.1,10,2.9,0
DAGMA,Compartir,3.428389,-76.4667,"(3.428389, -76.4667)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,1,38.3,88,46,2.17,24,121.5,165.5,1.4,47
DAGMA,Compartir,3.428389,-76.4667,"(3.428389, -76.4667)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,8,38.3,252,46,6.26,30.6,94.2,120.4,3.6,69
DAGMA,Compartir,3.428389,-76.4667,"(3.428389, -76.4667)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,1,58.1,0,36,0,55,118,187,6,0
DAGMA,Compartir,3.428389,-76.4667,"(3.428389, -76.4667)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,24,58,0,35,0,58,85.4,99,25,0
DAGMA,Compartir,3.428389,-76.4667,"(3.428389, -76.4667)",VALLE DEL CAUCA,CALI,Fija,PM2.5,ugm3,1,17.9,0,52,0,17,43,121,1,0
DAGMA,Compartir,3.428389,-76.4667,"(3.428389, -76.4667)",VALLE DEL CAUCA,CALI,Fija,PM2.5,ugm3,24,18,0,51,0,18,30,34,8,0
DAGMA,ERA-Obrero,3.450419,-76.522267,"(3.450419, -76.522267)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,1,46.9,0,60,0,43.6,112.4,203.5,0.1,0
DAGMA,ERA-Obrero,3.450419,-76.522267,"(3.450419, -76.522267)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,24,46.8,0,60,0,47,68,76,18,0
DAGMA,Estación Transitoria-EDB Navarro,3.417203,-76.494736,"(3.417203, -76.494736)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,1,50.5,0,39,0,47,109.1,186,1,0
DAGMA,Estación Transitoria-EDB Navarro,3.417203,-76.494736,"(3.417203, -76.494736)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,24,50.7,0,37,0,50.5,79.3,87,20,0
DAGMA,Estación Transitoria-EDB Navarro,3.417203,-76.494736,"(3.417203, -76.494736)",VALLE DEL CAUCA,CALI,Fija,PM2.5,ugm3,24,23.1,0,1,0,23,37.8,49,11,0
DAGMA,La Ermita,3.455469,-76.530992,"(3.455469, -76.530992)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,1,46.9,0,81,0,43.4,107.8,174.8,0.4,0
DAGMA,La Ermita,3.455469,-76.530992,"(3.455469, -76.530992)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,24,47,0,81,0,47,66,74,20,0
DAGMA,La Ermita,3.455469,-76.530992,"(3.455469, -76.530992)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,1,14.9,0,24,0,12.4,49.5,136.8,0.2,0
DAGMA,La Ermita,3.455469,-76.530992,"(3.455469, -76.530992)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,3,14.9,0,24,0,13.4,43.5,89.2,0.4,0
DAGMA,La Ermita,3.455469,-76.530992,"(3.455469, -76.530992)",VALLE DEL CAUCA,CALI,Fija,SO2,ugm3,24,15,0,24,0,16.1,28.1,34.6,3.4,0
DAGMA,La Flora,3.490514,-76.521225,"(3.490514, -76.521225)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,1,41.7,0,80,0,38,101.2,226,0.1,0
DAGMA,La Flora,3.490514,-76.521225,"(3.490514, -76.521225)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,24,41.9,0,79,0,42,62.4,74,13,0
DAGMA,Pance,3.305339,-76.532581,"(3.305339, -76.532581)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,1,51.2,610,78,8.97,32.6,151.5,207.4,1.2,191
DAGMA,Pance,3.305339,-76.532581,"(3.305339, -76.532581)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,8,51.2,1509,77,22.24,42.6,121.2,145.7,3.6,243
DAGMA,Pance,3.305339,-76.532581,"(3.305339, -76.532581)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,1,34.6,0,90,0,32,80.5,163,1,0
DAGMA,Pance,3.305339,-76.532581,"(3.305339, -76.532581)",VALLE DEL CAUCA,CALI,Fija,PM10,ugm3,24,34.5,0,88,0,34,63.6,83,6,0
DAGMA,Universidad del Valle,3.377911,-76.533811,"(3.377911, -76.533811)",VALLE DEL CAUCA,CALI,Fija,NO2,ugm3,1,18.1,0,80,0,16.1,46.7,85.9,0,0
DAGMA,Universidad del Valle,3.377911,-76.533811,"(3.377911, -76.533811)",VALLE DEL CAUCA,CALI,Fija,NO2,ugm3,24,18.3,0,75,0,18.4,28.2,33.5,7.8,0
DAGMA,Universidad del Valle,3.377911,-76.533811,"(3.377911, -76.533811)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,1,42.7,532,78,7.8,24,154.6,218.8,0.1,200
DAGMA,Universidad del Valle,3.377911,-76.533811,"(3.377911, -76.533811)",VALLE DEL CAUCA,CALI,Fija,O3,ugm3,8,42.4,1024,77,15.16,31.4,113.7,145.7,0.5,207
DAGMA,Universidad del Valle,3.377911,-76.533811,"(3.377911, -76.533811)",VALLE DEL CAUCA,CALI,Fija,PM2.5,ugm3,1,17.7,0,84,0,17,41,76,1,0
DAGMA,Universidad del Valle,3.377911,-76.533811,"(3.377911, -76.533811)",VALLE DEL CAUCA,CALI,Fija,PM2.5,ugm3,24,17.8,0,79,0,17,31,39,6,0
EPA Cartagena,Base Naval,10.413333,-75.549825,"(10.413333, -75.549825)",Bolívar,Cartagena de Indias,Fija,O3,ugm3,1,43,8,89,0.1,41.9,81.8,201.9,0,5
EPA Cartagena,Base Naval,10.413333,-75.549825,"(10.413333, -75.549825)",Bolívar,Cartagena de Indias,Fija,O3,ugm3,8,43,43,89,0.55,42.1,73.4,102.9,3.2,10
EPA Cartagena,Base Naval,10.413333,-75.549825,"(10.413333, -75.549825)",Bolívar,Cartagena de Indias,Fija,PM2.5,ugm3,1,30.5,0,48,0,27.1,85.7,135.3,0.1,0
EPA Cartagena,Base Naval,10.413333,-75.549825,"(10.413333, -75.549825)",Bolívar,Cartagena de Indias,Fija,PM2.5,ugm3,24,30.9,22,50,12.09,30.5,64.1,86,7,22
EPA Cartagena,Bocana,10.452917,-75.50775,"(10.452917, -75.50775)",Bolívar,Cartagena de Indias,Fija,PM10,ugm3,24,43.2,6,58,5.71,37,170.8,173,5,6
EPA Cartagena,CARDIQUE,10.391717,-75.525014,"(10.391717, -75.525014)",Bolívar,Cartagena de Indias,Fija,PM2.5,ugm3,24,21.9,0,57,0,22,33,34,10,0
EPA Cartagena,EPA Cartagena,10.413876,-75.540082,"(10.413876, -75.540082)",Bolívar,Cartagena de Indias,Fija,O3,ugm3,1,25.1,0,4,0,25.2,49.9,76.5,0.6,0
