noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
2711,66,RISARALDA,66383,LA CELIA,6620,662037,MUNICIPIO SANTUARIO,MPIO. BALBOA Y EL AGUILA,MPIO. SANTUARIO Y BALBOA,MUNICIPIO EL AGUILA,Rural,Sin Informacion de Barrios,Caimal- Caimalito-  El Condor-  El Diamante-  El Silencio-  El Yarumo-  La Polonia-  La Primavera-  La Sombra-  San Carlos-  San Eugenio-  San Gabriel-  San Gerardo
1447,23,CORDOBA,23815,TUCHIN,2320,232027,M. PALMITO SUCRE,M CHIMA Y S.ANDRES DE SOTAVENTO,M. S. ANDRES DE SOTAVENTO Y SINCELEJO,M. MOMIL Y CHIMA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
640,13,BOLIVAR,13030,ALTOS DEL ROSARIO,1335,133507,M. BARRANCO DE LOBA,M. BARRANCO DE LOBA,M. BARRANCO DE LOBA,VIA ALTOS DEL ROSARIO-EL SIDAI,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
831,15,BOYACA,15090,BERBEO,1526,152617,MUNICIPIO ZETAQUIRA,MUNICIPIO PAEZ,MUNICIPIO SAN EDUARDO,MUNICIPIO MIRAFLORES,Rural,Sin Informacion de Barrios,Bombita- Libertad-  Patanoa-  Quebradas-  San Pablo
697,15,BOYACA,15500,OICATA,1502,150227,M. COMBITA Y TUTA,M. TINJA Y CHIVATA,M. TUTA Y CHIVATA,MUNICIPIO COMVITA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1924,41,HUILA,41799,TELLO,4110,411040,KR 6,A TANQUE DE ACUEDUCTO,CL 1,CL 10,Urbano,Sin Informacion de Barrios,POTRERILLOS- TELLO
3151,73,TOLIMA,73349,HONDA,7320,732048,LIMITE URBANO,MUNICIPIO ARMERO,MUNICIPIO GUADUAS,MUNICIPIO MARIQUITA,Rural,Sin Informacion de Barrios,El Caucho- Pantano Grande
2921,68,SANTANDER,68020,ALBANIA,6845,684531,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Canoas-  Canutillo-  Honda-  Mochila-  Poveda-  Salitre
402,8,ATLANTICO,08573,PUERTO COLOMBIA,810,81008,VIA B/QUILLA-PTO. COL.,M. TUBARA Y B/QUILLA,MPIO. B/QUILLA,L. U. Y MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
693,15,BOYACA,15204,COMBITA,1502,150201,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal
2042,44,LA GUAJIRA,44847,URIBIA,4410,441020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1860,27,CHOCO,27450,MEDIO SAN JUAN,2740,274030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,El Cascote- El Centro- El Comercio- El Llano- El Porvenir- Guarapito- La Barca- La Virgen- Palmeras- San Judas,Sin Informacion de Veredas
1114,18,CAQUETA,18479,MORELIA,1850,185010,CL 5,CL 5 S,KR 10,KR 0,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1728,25,CUNDINAMARCA,25099,BOJACA,2530,253001,DG 16,CL 2,KR 3,KR 15,Urbano,Sin Informacion de Barrios,BOBACE- CORTES-  CUBIA
1702,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,2526,252620,KR 7,KR 1,CL 9,CL 1,Urbano,Sin Informacion de Barrios,LAGUNA GRANDE- PATIO DE BOLAS
744,15,BOYACA,15753,SOATA,1510,151001,CL 13,CL 1,KR 1,KR 10,Urbano,Sin Informacion de Barrios,Centro
1656,25,CUNDINAMARCA,25594,QUETAME,2518,251840,CL 7A,LIMITE URBANO,KR 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
821,15,BOYACA,15822,TOTA,1524,152440,CL 8,CL 1,KR 1,KR 6,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1198,19,CAUCA,19212,CORINTO,1915,191560,LIMITE URBANO,CL 7A,CL 1 S,KR 3,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2,5,ANTIOQUIA,05001,MEDELLIN,500,50002,CL 126  Y  M. BELLO,CL  97A-  95A  Y  96A,M. BELLO,KR 46- CL 107 Y KR 32,Urbano,Aldea Pablo VI- Carpinelo- El Compromiso- La Avanzada- La Esperanza No.2- Popular- Santo Domingo Savio No.1- Santo Domingo Savio No.2,Sin Informacion de Veredas
1302,19,CAUCA,19075,BALBOA,1955,195530,CL 13,CL 4 S,LIMITE URBANO,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2017,41,HUILA,41660,SALADOBLANCO,4180,418020,AL CARMEN,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,PARAISO- QUEBRADON-  SAN LORENZO
1026,17,CALDAS,17444,MARQUETALIA,1730,173040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1995,41,HUILA,41244,ELIAS,4170,417001,KR 11,KR 3 E,CL 4,CL 1,Urbano,Sin Informacion de Barrios,AGUADAS- HOLGUIN-  SAN VICENTE
3604,94,GUAINIA,94343,BARRANCO MINAS,9440,944010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3678,99,VICHADA,99624,SANTA ROSALIA,9920,992050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1220,19,CAUCA,19517,PAEZ,1925,192501,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3248,76,VALLE DEL CAUCA,76001,CALI,7600,760007,LIMITE URBANO,MUNICIPIO PUERTO TEJADA,MUNICIPIO CANDELARIA,LIMITE URBANO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
605,13,BOLIVAR,13654,SAN JACINTO,1320,132037,M. SAN JUAN NEPOMUCENO,M. EL CARMEN DE BOLIVAR,MUNICIPIO ZAMBRANO,M. EL CAR. DE BOL. Y MARIA LA B.,Rural,El Anzuelo- La Campesina- Nuevo Horizonte- San Abel,Sin Informacion de Veredas
3200,73,TOLIMA,73585,PURIFICACION,7345,734501,A PUERTO NARANJO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
262,5,ANTIOQUIA,05380,LA ESTRELLA,554,55467,VEREDA SAN JOSE  Y  M. MEDELLIN,VEREDA  EL GUAYABO,KR 65- 65B S,M. ANGELOPOLIS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1120,18,CAQUETA,18860,VALPARAISO,1850,185050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1382,20,CESAR,20310,GONZALEZ,2050,205030,CL 1,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
706,15,BOYACA,15763,SOTAQUIRA,1504,150420,CL 9,CL 2,KR 1,KR 11,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
115,5,ANTIOQUIA,05495,NECHI,524,52420,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
382,5,ANTIOQUIA,05490,NECOCLI,578,57870,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
426,8,ATLANTICO,08758,SOLEDAD,830,83007,MUNICIPIO SITIONUEVO,MUNICIPIO MALAMBO,MUNICIPIO MALAMBO,LIMITE URBANO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3639,97,VAUPES,97666,TARAIRA,9720,972040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3338,76,VALLE DEL CAUCA,76845,ULLOA,7620,762030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2977,68,SANTANDER,68235,EL CARMEN DE CHUCURI,6865,686561,CL 9,CL 2,KR 2,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2024,41,HUILA,41668,SAN AGUSTIN,4180,418060,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,CUCHILLA- FLORIDA-  KENEDY-  LA ESTRELLA-  LLANADA DE NARANJOS-  MESITAS-  TIMANCO
562,13,BOLIVAR,13673,SANTA CATALINA,1305,130507,MAR CARIBE,VIA STA. CATALINA-ARROYO GRANDE,MPIO. PIOJO Y LURUACO,MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2547,54,NORTE DE SANTANDER,54599,RAGONVALIA,5410,541050,AV 1,AV 6,LIMITE URBANO,CL 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1262,19,CAUCA,19397,LA VEGA,1940,194020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Puente Real
671,13,BOLIVAR,13042,ARENAL,1345,134520,CL 6,CL 17A,LIMITE URBANO,KR 1,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Quebrada Vieja-  Sereno
1307,19,CAUCA,19050,ARGELIA,1955,195560,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
748,15,BOYACA,15218,COVARACHIA,1510,151040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
65,5,ANTIOQUIA,05086,BELMIRA,514,51420,LIMITE URBANO,LIMITE URBANO,KR 19,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1766,25,CUNDINAMARCA,25851,UTICA,2534,253430,KR 11,DG 16,KR  3 E,TV 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3551,91,AMAZONAS,91798,TARAPACA,9110,911030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1101,18,CAQUETA,18592,PUERTO RICO,1820,182050,CL 10,CL 6 S,KR 2,KR 19,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
284,5,ANTIOQUIA,05856,VALPARAISO,560,56030,LIMITE URBANO,LIMITE URBANO,KR 7,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
264,5,ANTIOQUIA,05240,EBEJICO,558,55810,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Campo Alegre-  El Socorro
3358,76,VALLE DEL CAUCA,76036,ANDALUCIA,7630,763010,CL 26,CL 0,KR 1,KR 17,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3515,86,PUTUMAYO,86885,VILLAGARZON,8610,861080,CL 8,CL 4 S,KR 1,KR 13C,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1064,17,CALDAS,17042,ANSERMA,1770,177080,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
85,5,ANTIOQUIA,05150,CAROLINA,518,51840,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
931,15,BOYACA,15696,SANTA SOFIA,1542,154247,MUNICIPIO MONIQUIRA,MUNICIPIO SUTAMARCHAN,MUNICIPIO GACHANTIVA,MPIO. PTE. NACIONAL Y SABOYA,Rural,Sin Informacion de Barrios,Barbilla Y Mane- Cabecera Municipal-  Guatoque
639,13,BOLIVAR,13030,ALTOS DEL ROSARIO,1335,133501,LIMITE URBANO,LIMITE URBANO,KR 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
773,15,BOYACA,15755,SOCOTA,1516,151620,CL 8,LIMITE URBANO,LIMITE URBANO,A FINCAS,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
888,15,BOYACA,15367,JENESANO,1536,153601,CL 13,CL 1,KR 1 E,KR 6,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1391,20,CESAR,20710,SAN ALBERTO,2050,205070,CL 14 N,CL 7 A,KR 1A,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2767,68,SANTANDER,68705,SANTA BARBARA,6810,681021,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
375,5,ANTIOQUIA,05147,CAREPA,578,57850,RIO CAREPA  Y  LIMITE URBANO,,,,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
624,13,BOLIVAR,13188,CICUCO,1325,132550,CL 1,LIMITE URBANO,KR 9,KR 19,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
600,13,BOLIVAR,13248,EL GUAMO,1320,132007,MPIO. PEDRAZA Y CALAMAR,M. SAN JUAN NEPOMUCENO,MPIO. ZAPAYAN Y TENERIFE,M. SAN JUAN NEPOMUCENO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
617,13,BOLIVAR,13430,MAGANGUE,1325,132517,M. SANTA BARBARA DE PINTO,LIMITE URBANO,M. TALAIGUA N. Y CICUCO,VIA MAGANGUE-TACAMOCHA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3542,88,ARCHIPIELAGO DE SAN ANDRES,88564,PROVIDENCIA,8800,880020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1055,17,CALDAS,17088,BELALCAZAR,1770,177001,LIMITE URBANO,KR 2,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1282,19,CAUCA,19533,PIAMONTE,1945,194550,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1710,25,CUNDINAMARCA,25599,APULO,2526,252650,CL 24,CL 1,KR 1,KR 10,Urbano,Sin Informacion de Barrios,SALCEDO- SOCOTA
274,5,ANTIOQUIA,05809,TITIRIBI,558,55850,KR 19,KR 24,LIMITE URBANO,CL 24,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
923,15,BOYACA,15224,CUCAITA,1540,154067,MUNICIPIO SORA,M. SORA Y TUNJA,MUNICIPIO TUNJA,MUNICIPIO SAMACA,Rural,Sin Informacion de Barrios,Baron Germania- Cabecera Municipal-  Caitoque-  Centro-  Chipacata-  Cuesta En Medio-  El Llano-  Escalones-  La Esperanza-  La Hoya-  Lluviosos-  Piedra Gorda-  Pijaos-  Quebrada Llano de Sora-  Tras del ALto
1020,17,CALDAS,17388,LA MERCED,1720,172067,MUNICIPIO PACORA,MPIO. FILADELFIA Y ARANZAZU,MUNICIPIO SALAMINA,MPIO. MARMATO Y SUPIA,Rural,Sin Informacion de Barrios,Camacho- Camacho-  El Porvenir-  El Porvenir-  Guascal-  Guascal
409,8,ATLANTICO,08549,PIOJO,810,81060,KR 18,KR 4,CL 9,CL 16,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1822,27,CHOCO,27245,EL CARMEN DE ATRATO,2710,271010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Cabecera Municipal- El Roble
629,13,BOLIVAR,13650,SAN FERNANDO,1330,133001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1682,25,CUNDINAMARCA,25805,TIBACUY,2522,252230,CL 7,CL 1,KR 0,KR 5,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1742,25,CUNDINAMARCA,25269,FACATATIVA,2530,253058,M. SASAIMA-LA VEGA-SAN FCO.,VIA ALBAN-FACA.-EL ROSAL,MUNICIPIO EL ROSAL,MUNICIPIO ALBAN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3478,85,CASANARE,85410,TAURAMENA,8540,854030,A GUAMACO,KR 4,CL 22,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Alto Cauca- Buena Vista-  Cabecera Municipal-  La Miranda
1687,25,CUNDINAMARCA,25312,GRANADA,2522,252250,KR 17,KR 11,CL 15,CL 7,Urbano,El Carmelo- El Centro- El Progreso- El Triunfo- Maracaibo- Venecia- Zona de Riesgo,EL RAMAL- LA VEINTIDOS-  SAN JOSE BAJO
2168,47,MAGDALENA,47605,REMOLINO,4770,477020,CL 1,CL 22A,KR 9,KR 3,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1049,17,CALDAS,17174,CHINCHINA,1760,176020,LIMITE URBANO,KR 22,LIMITE  URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
695,15,BOYACA,15204,COMBITA,1502,150208,QUEBRADA PASO GRANDE,MUNICIPIO TUNJA,MUNICIPIO OICATA,MUNICIPIO MOTAVITA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2213,50,META,50573,PUERTO LOPEZ,5020,502001,LIMITE URBANO,LIMITE URBANO,CL 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1551,25,CUNDINAMARCA,25785,TABIO,2502,250237,M. ZIPAQUIRA Y SUBACHOQUE,MUNICIPIO TENJO,MPIO. CHIA Y CAJICA,MUNICIPIO SUBACHOQUE,Rural,Sin Informacion de Barrios,CANICA ALTA- CANICA BAJA-  CARRON-  LLANO GRANDE-  RINCON SANTO-  RIO FRIO OCCIDENTAL-  SALITRE
2763,68,SANTANDER,68547,PIEDECUESTA,6810,681012,CL  2,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Albania- Argentina Antigua- Balcones de La Castellana- Bariloche- Barroblanco- Bellavista- Buenos Aires- Cabecera del Llano I- Cabecera del Llano II Etapa- Camino del Parque- Candelaria Antigua- Candelaria I Etapa- Candelaria II Etapa- Castellana II Etapa,Barro Blanco- Cabecera Municipal-  Granadillo-  Las Amarillas-  Los Colorados
483,11,BOGOTA D.C.,11001,LOCALIDAD TUNJUELITO,1106,110621,KR  25,RIO TUNJUELITO,CL 46A S- 47  Y  AC  51,RIO TUNJUELITO,Urbano,Abraham Lincoln- Area Artilleria- Parque El Tunal- San Benito- San Carlos- Tunal Oriental- Tunjuelito,Sin Informacion de Veredas
352,5,ANTIOQUIA,05234,DABEIBA,574,57430,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,El Pital
2951,68,SANTANDER,68179,CHIPATA,6855,685557,MPIO. VELEZ Y LA PAZ,MUNICIPIO VELEZ,M. LA PAZ- SAN BENITO Y GUEP.,MUNICIPIO VELEZ,Rural,Sin Informacion de Barrios,Batan- Casas Blancas-  El Hato-  LLano de San Juan-  Mulatal-  San Miguel
1803,25,CUNDINAMARCA,25513,PACHO,2540,254001,KR 41,LIMITE URBANO,CL 1,CL 17,Urbano,Sin Informacion de Barrios,EL PINAL- LA ESMERALDA-  LA PRIMAVERA
177,5,ANTIOQUIA,05321,GUATAPE,538,53840,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 33,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1407,23,CORDOBA,23300,COTORRA,2305,230501,CL 7,CL 1,KR 2 S,KR 8,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2158,47,MAGDALENA,47960,ZAPAYAN,4760,476050,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
854,15,BOYACA,15325,GUAYATA,1530,153040,CL 11,CL 1,KR 2,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3161,73,TOLIMA,73854,VALLE DE SAN JUAN,7330,733020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3214,73,TOLIMA,73217,COYAIMA,7350,735020,CL 0,LIMITE URBANO,LIMITE URBANO,KR 1,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1560,25,CUNDINAMARCA,25200,COGUA,2504,250408,MUNICIPIO TAUSA,MUNICIPIO ZIPAQUIRA,VIA ZIPAQUIRA-LAGRIMAS,M. PACHO Y ZIPAQUIRA,Rural,Sin Informacion de Barrios,El Salitre- NEUSA-  QUEBRADA HONDA-  ROCAMONTAL-  SUSAGUA-  SUSAGUA-  Ventalarga
637,13,BOLIVAR,13300,HATILLO DE LOBA,1330,133048,MUNICIPIO MARGARITA,M. BARRANCO DE LOBA,VIA LOS NEGRITOS-HATILLO DE LOBA,MUNICIPIO MARGARITA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2249,50,META,50330,MESETAS,5050,505001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3396,76,VALLE DEL CAUCA,76130,CANDELARIA,7635,763570,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2200,50,META,50124,CABUYARO,5010,501011,CL 14,LIMITE URBANO,KR 3,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Remanzon
1785,25,CUNDINAMARCA,25489,NIMAIMA,2536,253630,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
651,13,BOLIVAR,13580,REGIDOR,1335,133560,LIMITE URBANO,CL 5,LIMITE URBANO,KR 9,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3114,73,TOLIMA,73686,SANTA ISABEL,7305,730560,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,TV 2A,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2153,47,MAGDALENA,47205,CONCORDIA,4760,476030,KR 1,KR 14,CL 16,CL 1,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1932,41,HUILA,41524,PALERMO,4120,412001,CL 13,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,PORVENIR
269,5,ANTIOQUIA,05036,ANGELOPOLIS,558,55830,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1985,41,HUILA,41026,ALTAMIRA,4160,416020,KR 8,KR 1,CL 9,CL 2,Urbano,Sin Informacion de Barrios,HATO BLANCO- PAJIJI-  SEMPERO
237,5,ANTIOQUIA,05390,LA PINTADA,550,55060,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3111,73,TOLIMA,73043,ANZOATEGUI,7305,730540,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 3,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1947,41,HUILA,41132,CAMPOALEGRE,4130,413020,CL 36,LIMITE URBANO,KR 3 E,KR 16,Urbano,Sin Informacion de Barrios,Alto Piravante- Cabecera Municipal-  El Viso-  La Esperanza-  La Vega de Oriente-  Palmar Bajo-  San Isidro
2059,44,LA GUAJIRA,44035,ALBANIA,4430,443001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,El Carmen- El Silencio,Sin Informacion de Veredas
2800,68,SANTANDER,68432,MALAGA,6820,682011,CL 27,CL 0,KR 3,KR 14,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
602,13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,1320,132017,VIA SAN CAYETANO-EL GUAMO,MUNICIPIO SAN JACINTO,VIA SAN JACINTO-CALAMAR,M. MAHATES Y MA. LA BAJA,Rural,Media Tapa,Sin Informacion de Veredas
597,13,BOLIVAR,13062,ARROYOHONDO,1315,131560,CL 11,CL 1A,LIMITE URBANO,KR 5A,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
42,5,ANTIOQUIA,05664,SAN PEDRO DE LOS MILAGROS,510,51010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3642,97,VAUPES,97161,CARURU,9730,973001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2255,50,META,50370,URIBE,5050,505041,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1639,25,CUNDINAMARCA,25841,UBAQUE,2516,251601,CL 6,CL 0,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1328,20,CESAR,20001,VALLEDUPAR,2000,200018,MUNICIPIO EL COPEY,MUNICIPIO EL PASO,MUNICIPIO LA PAZ Y RIO,M. EL COPEY Y BOSCONIA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1510,23,CORDOBA,23574,PUERTO ESCONDIDO,2350,235001,CL 23,LIMITE URBANO,KR 5,KR 1,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3239,73,TOLIMA,73616,RIOBLANCO,7355,735580,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANOS,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2623,54,NORTE DE SANTANDER,54398,LA PLAYA,5465,546530,CL 7,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1576,25,CUNDINAMARCA,25317,GUACHETA,2506,250610,CL 8,LIMITE URBANO,KR 4 E,KR 10,Urbano,Centro (Urbano)- El Porvenir- El Tejar- Gualacia- Los Tejares- Villa de San Juan,Sin Informacion de Veredas
3249,76,VALLE DEL CAUCA,76001,CALI,7600,760008,RIO CALI,MUNICIPIO JAMUNDI,LIMITE URBANO,MUNICIPIO BUENAVENTURA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3132,73,TOLIMA,73152,CASABIANCA,7315,731520,CL 1 N,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
862,15,BOYACA,15511,PACHAVITA,1532,153210,CL 8,A GARAGOA,LIMITE URBANO,KR 5,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
